HIV : Validation Results
=========================================

err = 306, warn = 151, info = 2042
IG Publisher Version: 1.6.13
Generated Mon Jul 01 19:40:38 UTC 2024. FHIR version 4.0.1 for smart.who.int.hiv#0.1.0 (canonical = http://smart.who.int/hiv)
 Build Errors : 70 / 16 / 0
 /github/workspace/fsh-generated/resources/ActorDefinition-Client : 0 / 1 / 2
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Measure-HIVIND30.json ==
WARNING: Measure/HIVIND30: Measure.group[0].stratifier[0]: A measure group stratifier should have a code when there is more than one population
WARNING: Measure/HIVIND30: Measure.group[0].stratifier[0].criteria: The expression language text/cql-identifier is not supported, so can't be validated
WARNING: Measure/HIVIND30: Measure.group[0].stratifier[1]: A measure group stratifier should have a code when there is more than one population
WARNING: Measure/HIVIND30: Measure.group[0].stratifier[1].criteria: The expression language text/cql-identifier is not supported, so can't be validated
WARNING: Measure/HIVIND30: Measure.group[0].stratifier[2]: A measure group stratifier should have a code when there is more than one population
WARNING: Measure/HIVIND30: Measure.group[0].stratifier[2].criteria: The expression language text/cql-identifier is not supported, so can't be validated
WARNING: Measure/HIVIND30: Measure.group[0].stratifier[3]: A measure group stratifier should have a code when there is more than one population
WARNING: Measure/HIVIND30: Measure.group[0].stratifier[3].criteria: The expression language text/cql-identifier is not supported, so can't be validated
INFORMATION: Measure/HIVIND30: Measure.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-shareablemeasure|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Measure/HIVIND30: Measure.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablemeasure|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Questionnaire-HIV.A2GatherClientDetails.json ==
== fsh-generated/resources/Questionnaire-HIV.A5CreateNewClientRecord.json ==
== fsh-generated/resources/Questionnaire-HIV.A6.1ReviewSociodemographicDataWithClient.json ==
== fsh-generated/resources/Questionnaire-HIV.B18ProvideVoluntaryPartnerAndFamilyServices.json ==
== fsh-generated/resources/Questionnaire-HIV.B1DetermineReasonForVisit.json ==
== fsh-generated/resources/Questionnaire-HIV.B20ScheduleRetest.json ==
== fsh-generated/resources/Questionnaire-HIV.B21OfferPreventionOptions.json ==
== fsh-generated/resources/Questionnaire-HIV.B23OfferSexualAndReproductiveHealthServices.json ==
== fsh-generated/resources/Questionnaire-HIV.B6CaptureOrUpdateClientHistory.json ==
== fsh-generated/resources/Questionnaire-HIV.B7TestForHivUsingTestingAlgorithm.json ==
== fsh-generated/resources/Questionnaire-HIV.B8ProvidePostTestCounselling.json ==
== fsh-generated/resources/Questionnaire-HIV.B9DetermineRecommendedServices.json ==
== fsh-generated/resources/Questionnaire-HIV.C10CounselOnRiskAndPrevention.json ==
== fsh-generated/resources/Questionnaire-HIV.C17DetermineRecommendedTests.json ==
== fsh-generated/resources/Questionnaire-HIV.C1DetermineReasonForVisit.json ==
== fsh-generated/resources/Questionnaire-HIV.C21Diagnostics.json ==
== fsh-generated/resources/Questionnaire-HIV.C23PrescribeOrAdministerPrepOrPep.json ==
== fsh-generated/resources/Questionnaire-HIV.C24ScheduleFollowUp.json ==
== fsh-generated/resources/Questionnaire-HIV.C3CaptureOrUpdateClientHistory.json ==
== fsh-generated/resources/Questionnaire-HIV.C6PostTestPackageOfServices.json ==
== fsh-generated/resources/Questionnaire-HIV.C8SuitableForPrepOrPep.json ==
== fsh-generated/resources/Questionnaire-HIV.D10CounselReturningClient.json ==
== fsh-generated/resources/Questionnaire-HIV.D12DetermineRecommendedScreeningsAndTests.json ==
== fsh-generated/resources/Questionnaire-HIV.D14PreventScreenAndManageComorbiditiesAndCoinfections.json ==
== fsh-generated/resources/Questionnaire-HIV.D15DetermineClinicalStageOfHiv.json ==
== fsh-generated/resources/Questionnaire-HIV.D16PerformOtherScreenings.json ==
== fsh-generated/resources/Questionnaire-HIV.D17CheckForSignsOfTreatmentFailure.json ==
== fsh-generated/resources/Questionnaire-HIV.D19AssessForVaccinePreventableDiseases.json ==
== fsh-generated/resources/Questionnaire-HIV.D1DetermineReasonForVisit.json ==
== fsh-generated/resources/Questionnaire-HIV.D20Diagnostics.json ==
== fsh-generated/resources/Questionnaire-HIV.D21DetermineRegimenAndTreatmentOptions.json ==
== fsh-generated/resources/Questionnaire-HIV.D23Prescribe.json ==
== fsh-generated/resources/Questionnaire-HIV.D24Counsel.json ==
== fsh-generated/resources/Questionnaire-HIV.D25OfferVoluntaryPartnerAndFamilyServices.json ==
== fsh-generated/resources/Questionnaire-HIV.D26OfferSexualAndReproductiveHealthServices.json ==
== fsh-generated/resources/Questionnaire-HIV.D28OfferOtherServices.json ==
== fsh-generated/resources/Questionnaire-HIV.D29ScheduleFollowUp.json ==
== fsh-generated/resources/Questionnaire-HIV.D2TakeVitalSigns.json ==
== fsh-generated/resources/Questionnaire-HIV.D3CheckForSignsOfSeriousIllness.json ==
== fsh-generated/resources/Questionnaire-HIV.D4ScreenForTb.json ==
== fsh-generated/resources/Questionnaire-HIV.D8CaptureOrUpdateClientHistory.json ==
== fsh-generated/resources/Questionnaire-HIV.E1CaptureOrUpdateMotherSHistory.json ==
== fsh-generated/resources/Questionnaire-HIV.E4TestMotherForHivUsingTestingAlgorithm.json ==
== fsh-generated/resources/Questionnaire-HIV.F12Prescribe.json ==
== fsh-generated/resources/Questionnaire-HIV.F16ImmediatelyStartInfantOnArt.json ==
== fsh-generated/resources/Questionnaire-HIV.F20RecordInfantSChildSFinalHivDiagnosis.json ==
== fsh-generated/resources/Questionnaire-HIV.F2TakeVitalSigns.json ==
== fsh-generated/resources/Questionnaire-HIV.F3CaptureOrUpdateInfantSChildSHistory.json ==
== fsh-generated/resources/Questionnaire-HIV.F6CheckWhetherInfantChildHadHivExposure.json ==
== fsh-generated/resources/Questionnaire-HIV.F8TestInfantChildForHivUsingTestingAlgorithm.json ==
== fsh-generated/resources/Questionnaire-HIV.H1IdentifyClientForFollowUp.json ==
== fsh-generated/resources/Questionnaire-HIV.H2AttemptToLocateClient.json ==
== fsh-generated/resources/Questionnaire-HIV.H3RecordOutreachAndResult.json ==
== fsh-generated/resources/Questionnaire-HIV.HFollowingUpAndContactingClients.json ==
== fsh-generated/resources/Questionnaire-HIV.I1EmergencyReferral.json ==
== fsh-generated/resources/Questionnaire-HIV.I6ProvideInformationToReferralFacility.json ==
== fsh-generated/resources/Requirements-HIV.A.Registration.json ==
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Requirements-HIV.B.HIVtestingservices.json ==
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Requirements-HIV.C.PrEPvisit.json ==
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Requirements-HIV.D.Careandtreatmentclinicalvisit.json ==
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Requirements-HIV.G.Diagnostics.json ==
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Requirements-HIV.H.Followingupandcontactingclients.json ==
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Requirements-HIV.I.Referral.json ==
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Requirements-HIV.J.Aggregatereportinganddatause.json ==
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/Requirements-HIVNonFunctionalRequirements.json ==
INFORMATION: Resource: This resource could usefully have an OID assigned (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root)
== fsh-generated/resources/StructureDefinition-HIVARegistration.json ==
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-shareablestructuredefinition|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[1].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[2].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[3].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[4].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[5].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[6].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[7].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[8].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[9].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[10].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[11].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[12].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[13].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[14].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[15].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[16].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[17].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[18].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[19].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[20].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[21].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[22].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[23].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[24].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[25].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[26].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[27].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[28].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[29].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.snapshot.element[30].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[1].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[2].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[3].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[4].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[5].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[6].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[7].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[8].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[9].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[10].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[11].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[12].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[13].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[14].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[15].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[16].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[17].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[18].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[19].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[20].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[21].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[22].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[23].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[24].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[25].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[26].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[27].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[28].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[29].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.differential.element[30].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVARegistration: StructureDefinition.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablestructuredefinition|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
== fsh-generated/resources/StructureDefinition-HIVBHTSvisit.json ==
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-shareablestructuredefinition|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[1].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[2].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[3].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[4].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[5].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[6].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[7].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[8].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[9].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[10].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[11].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[12].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[13].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[14].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[15].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[16].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[17].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[18].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[19].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[20].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[21].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[22].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[23].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[24].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[25].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[26].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[27].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[28].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[29].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[30].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[31].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[32].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[33].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[34].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[35].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVBHTSvisit: StructureDefinition.snapshot.element[36].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
